text_index,medication,rate,comment,cleaned_comment,Treatment name,Treatment code,Disease,sentiment,sentiment_score
372,simponi golimumab for ankylosing spondylitis,10.0,"Well, I would like to say Simponi has been very effective for me.  From my first shot to the sixth the shot I just received this month the Simponi removed my symptons of AS to the point where I feel normal.  Before being diagnosed and receiving Simponi I was in pain constantly and taking meds that were basically for gout which what I was being treated for before my diagnosis for AS. One month the doc tried Remicade but it was ineffective for me.  The Simponi has given me back normality at least in the sense of physical well-being. It has been wonderful for me and my family as they don't have to worry about helping me when I have symptoms of swelling and pain. In fact I noticed that When i get scratches my wounds even heal faster. Thanks,","thanks,",simponi,golimumab,ankylosing spondylitis,POSITIVE,0.999804675579071
373,simponi aria golimumab for rheumatoid arthritis,5.0,"I was dx with sero positive RA nearly 35 years ago and have been on just about every NSAID, dmard, infusion and combinations of these. Simponi Aria along with lefunimide is my current cocktail. While it seems to be keeping my joint pain under control, my fatigue is off the charts and I have lots of body aches, frequent headaches and gastro problems. My bp and glucose levels are also elevated, though I'm not sure if this is due to this medication, or not.","dx sero positive ra nearly 35 year ago every nsaid, dmard, infusion combination these.",simponi,aria golimumab,rheumatoid arthritis,NEGATIVE,0.9802191853523254
373,simponi aria golimumab for rheumatoid arthritis,5.0,"I was dx with sero positive RA nearly 35 years ago and have been on just about every NSAID, dmard, infusion and combinations of these. Simponi Aria along with lefunimide is my current cocktail. While it seems to be keeping my joint pain under control, my fatigue is off the charts and I have lots of body aches, frequent headaches and gastro problems. My bp and glucose levels are also elevated, though I'm not sure if this is due to this medication, or not.",treatment_name aria along lefunimide current cocktail.,simponi,aria golimumab,rheumatoid arthritis,NEGATIVE,0.9897368550300598
373,simponi aria golimumab for rheumatoid arthritis,5.0,"I was dx with sero positive RA nearly 35 years ago and have been on just about every NSAID, dmard, infusion and combinations of these. Simponi Aria along with lefunimide is my current cocktail. While it seems to be keeping my joint pain under control, my fatigue is off the charts and I have lots of body aches, frequent headaches and gastro problems. My bp and glucose levels are also elevated, though I'm not sure if this is due to this medication, or not.","seems keeping joint pain control, fatigue chart lot body aches, frequent headache gastro problems.",simponi,aria golimumab,rheumatoid arthritis,NEGATIVE,0.9164504408836365
373,simponi aria golimumab for rheumatoid arthritis,5.0,"I was dx with sero positive RA nearly 35 years ago and have been on just about every NSAID, dmard, infusion and combinations of these. Simponi Aria along with lefunimide is my current cocktail. While it seems to be keeping my joint pain under control, my fatigue is off the charts and I have lots of body aches, frequent headaches and gastro problems. My bp and glucose levels are also elevated, though I'm not sure if this is due to this medication, or not.","bp glucose level also elevated, though i'm sure due medication, not.",simponi,aria golimumab,rheumatoid arthritis,POSITIVE,0.993889331817627
374,simponi golimumab for ankylosing spondylitis,7.0,I have had a hard time with drugs for my ankylosing spondylitits (A/S) and I thought Simponi was going to be the miracle one . The problem is that it doesn't last the full term they say it does. I have 5 weeks of feeling pretty darn good and 3 weeks of suffering. The infusion is supposed to last 8 weeks.,hard time drug ankylosing spondylitits (a/s) thought treatment_name going miracle one .,simponi,golimumab,ankylosing spondylitis,NEGATIVE,0.6485544443130493
374,simponi golimumab for ankylosing spondylitis,7.0,I have had a hard time with drugs for my ankylosing spondylitits (A/S) and I thought Simponi was going to be the miracle one . The problem is that it doesn't last the full term they say it does. I have 5 weeks of feeling pretty darn good and 3 weeks of suffering. The infusion is supposed to last 8 weeks.,problem last full term say does.,simponi,golimumab,ankylosing spondylitis,NEGATIVE,0.9947690367698669
374,simponi golimumab for ankylosing spondylitis,7.0,I have had a hard time with drugs for my ankylosing spondylitits (A/S) and I thought Simponi was going to be the miracle one . The problem is that it doesn't last the full term they say it does. I have 5 weeks of feeling pretty darn good and 3 weeks of suffering. The infusion is supposed to last 8 weeks.,5 week feeling pretty darn good 3 week suffering.,simponi,golimumab,ankylosing spondylitis,POSITIVE,0.994666576385498
374,simponi golimumab for ankylosing spondylitis,7.0,I have had a hard time with drugs for my ankylosing spondylitits (A/S) and I thought Simponi was going to be the miracle one . The problem is that it doesn't last the full term they say it does. I have 5 weeks of feeling pretty darn good and 3 weeks of suffering. The infusion is supposed to last 8 weeks.,infusion supposed last 8 weeks.,simponi,golimumab,ankylosing spondylitis,NEGATIVE,0.9414862990379333
375,simponi golimumab for psoriatic arthritis,10.0,"An absolute life changer. From living in excruciating pain each day  and struggling to get out of bed - to being absolutely pain free in a matter of only 3 months. No limitations as to what I can do physically, and the psoriasis on my scalp has cleared significantly. I have slight hand tremors but that causes my no trouble and may be due to other causes (23 years old, dosage  once every 4 weeks)",absolute life changer.,simponi,golimumab,psoriatic arthritis,POSITIVE,0.9995101690292358
375,simponi golimumab for psoriatic arthritis,10.0,"An absolute life changer. From living in excruciating pain each day  and struggling to get out of bed - to being absolutely pain free in a matter of only 3 months. No limitations as to what I can do physically, and the psoriasis on my scalp has cleared significantly. I have slight hand tremors but that causes my no trouble and may be due to other causes (23 years old, dosage  once every 4 weeks)",living excruciating pain day struggling get bed - absolutely pain free matter 3 months.,simponi,golimumab,psoriatic arthritis,NEGATIVE,0.7312570810317993
375,simponi golimumab for psoriatic arthritis,10.0,"An absolute life changer. From living in excruciating pain each day  and struggling to get out of bed - to being absolutely pain free in a matter of only 3 months. No limitations as to what I can do physically, and the psoriasis on my scalp has cleared significantly. I have slight hand tremors but that causes my no trouble and may be due to other causes (23 years old, dosage  once every 4 weeks)","limitation physically, psoriasis scalp cleared significantly.",simponi,golimumab,psoriatic arthritis,NEGATIVE,0.9752219915390015
375,simponi golimumab for psoriatic arthritis,10.0,"An absolute life changer. From living in excruciating pain each day  and struggling to get out of bed - to being absolutely pain free in a matter of only 3 months. No limitations as to what I can do physically, and the psoriasis on my scalp has cleared significantly. I have slight hand tremors but that causes my no trouble and may be due to other causes (23 years old, dosage  once every 4 weeks)","slight hand tremor cause trouble may due cause (23 year old, dosage every 4 weeks)",simponi,golimumab,psoriatic arthritis,NEGATIVE,0.9904218912124634
376,simponi golimumab for ankylosing spondylitis,8.0,"I have narcolepsy and ankylosing spondylitis, I also suspect that I have Psoriasis on my scalp, but haven't had it diagnosed officially yet. Simponi relieves some of the pain and discomfort from the AS and I usually have no lesions on my scalp while I am using the injection regularly. I also take 5 tabs of methotrexate weekly (along with all the side medication that goes along with these).  I recently came down with a bad cold and was taken off these medicines temporarily.  Immediately upon missing my injection my symptoms were back.   The lesions started to appear on my scalp and are pretty bad.  I would say that my quality of life has significantly improved since starting the Simponi about a year and a half ago.  I take one injections per month.","narcolepsy disease, also suspect psoriasis scalp, diagnosed officially yet.",simponi,golimumab,ankylosing spondylitis,NEGATIVE,0.9429769515991211
376,simponi golimumab for ankylosing spondylitis,8.0,"I have narcolepsy and ankylosing spondylitis, I also suspect that I have Psoriasis on my scalp, but haven't had it diagnosed officially yet. Simponi relieves some of the pain and discomfort from the AS and I usually have no lesions on my scalp while I am using the injection regularly. I also take 5 tabs of methotrexate weekly (along with all the side medication that goes along with these).  I recently came down with a bad cold and was taken off these medicines temporarily.  Immediately upon missing my injection my symptoms were back.   The lesions started to appear on my scalp and are pretty bad.  I would say that my quality of life has significantly improved since starting the Simponi about a year and a half ago.  I take one injections per month.",treatment_name relief pain discomfort usually lesion scalp using injection regularly.,simponi,golimumab,ankylosing spondylitis,NEGATIVE,0.9587893486022949
376,simponi golimumab for ankylosing spondylitis,8.0,"I have narcolepsy and ankylosing spondylitis, I also suspect that I have Psoriasis on my scalp, but haven't had it diagnosed officially yet. Simponi relieves some of the pain and discomfort from the AS and I usually have no lesions on my scalp while I am using the injection regularly. I also take 5 tabs of methotrexate weekly (along with all the side medication that goes along with these).  I recently came down with a bad cold and was taken off these medicines temporarily.  Immediately upon missing my injection my symptoms were back.   The lesions started to appear on my scalp and are pretty bad.  I would say that my quality of life has significantly improved since starting the Simponi about a year and a half ago.  I take one injections per month.",also take 5 tab methotrexate weekly (along side medication go along these).,simponi,golimumab,ankylosing spondylitis,NEGATIVE,0.9769527912139893
376,simponi golimumab for ankylosing spondylitis,8.0,"I have narcolepsy and ankylosing spondylitis, I also suspect that I have Psoriasis on my scalp, but haven't had it diagnosed officially yet. Simponi relieves some of the pain and discomfort from the AS and I usually have no lesions on my scalp while I am using the injection regularly. I also take 5 tabs of methotrexate weekly (along with all the side medication that goes along with these).  I recently came down with a bad cold and was taken off these medicines temporarily.  Immediately upon missing my injection my symptoms were back.   The lesions started to appear on my scalp and are pretty bad.  I would say that my quality of life has significantly improved since starting the Simponi about a year and a half ago.  I take one injections per month.",recently came bad cold taken medicine temporarily.,simponi,golimumab,ankylosing spondylitis,NEGATIVE,0.9927148222923279
376,simponi golimumab for ankylosing spondylitis,8.0,"I have narcolepsy and ankylosing spondylitis, I also suspect that I have Psoriasis on my scalp, but haven't had it diagnosed officially yet. Simponi relieves some of the pain and discomfort from the AS and I usually have no lesions on my scalp while I am using the injection regularly. I also take 5 tabs of methotrexate weekly (along with all the side medication that goes along with these).  I recently came down with a bad cold and was taken off these medicines temporarily.  Immediately upon missing my injection my symptoms were back.   The lesions started to appear on my scalp and are pretty bad.  I would say that my quality of life has significantly improved since starting the Simponi about a year and a half ago.  I take one injections per month.",immediately upon missing injection symptom back.,simponi,golimumab,ankylosing spondylitis,NEGATIVE,0.9919708967208862
376,simponi golimumab for ankylosing spondylitis,8.0,"I have narcolepsy and ankylosing spondylitis, I also suspect that I have Psoriasis on my scalp, but haven't had it diagnosed officially yet. Simponi relieves some of the pain and discomfort from the AS and I usually have no lesions on my scalp while I am using the injection regularly. I also take 5 tabs of methotrexate weekly (along with all the side medication that goes along with these).  I recently came down with a bad cold and was taken off these medicines temporarily.  Immediately upon missing my injection my symptoms were back.   The lesions started to appear on my scalp and are pretty bad.  I would say that my quality of life has significantly improved since starting the Simponi about a year and a half ago.  I take one injections per month.",lesion started appear scalp pretty bad.,simponi,golimumab,ankylosing spondylitis,NEGATIVE,0.999749481678009
376,simponi golimumab for ankylosing spondylitis,8.0,"I have narcolepsy and ankylosing spondylitis, I also suspect that I have Psoriasis on my scalp, but haven't had it diagnosed officially yet. Simponi relieves some of the pain and discomfort from the AS and I usually have no lesions on my scalp while I am using the injection regularly. I also take 5 tabs of methotrexate weekly (along with all the side medication that goes along with these).  I recently came down with a bad cold and was taken off these medicines temporarily.  Immediately upon missing my injection my symptoms were back.   The lesions started to appear on my scalp and are pretty bad.  I would say that my quality of life has significantly improved since starting the Simponi about a year and a half ago.  I take one injections per month.",would say quality life significantly improved since starting treatment_name year half ago.,simponi,golimumab,ankylosing spondylitis,POSITIVE,0.9954901337623596
376,simponi golimumab for ankylosing spondylitis,8.0,"I have narcolepsy and ankylosing spondylitis, I also suspect that I have Psoriasis on my scalp, but haven't had it diagnosed officially yet. Simponi relieves some of the pain and discomfort from the AS and I usually have no lesions on my scalp while I am using the injection regularly. I also take 5 tabs of methotrexate weekly (along with all the side medication that goes along with these).  I recently came down with a bad cold and was taken off these medicines temporarily.  Immediately upon missing my injection my symptoms were back.   The lesions started to appear on my scalp and are pretty bad.  I would say that my quality of life has significantly improved since starting the Simponi about a year and a half ago.  I take one injections per month.",take one injection per month.,simponi,golimumab,ankylosing spondylitis,NEGATIVE,0.9692251682281494
377,simponi golimumab for ankylosing spondylitis,1.0,"Took only 2 injections! After the second became very ill had a 104 temp and then ended up in the hospital with a spinal infection! I then was transported to a specialty hospital 2 hours away via ambulance, due to increasing swelling of the spinal cyst I developed full of infection and they feared I may need intubation, but cervical spine is fused so I needed to be at a different hospital!
I spent a total of 14 days in hospital 10 of which in ICU , then 14 weeks at home with a picc line and heavy duty antibiotics! All due to simponi!!!!!!!
This almost bankrupt our family,I almost lost my LIFE and job! ",took 2 injections!,simponi,golimumab,ankylosing spondylitis,NEGATIVE,0.9495601654052734
377,simponi golimumab for ankylosing spondylitis,1.0,"Took only 2 injections! After the second became very ill had a 104 temp and then ended up in the hospital with a spinal infection! I then was transported to a specialty hospital 2 hours away via ambulance, due to increasing swelling of the spinal cyst I developed full of infection and they feared I may need intubation, but cervical spine is fused so I needed to be at a different hospital!
I spent a total of 14 days in hospital 10 of which in ICU , then 14 weeks at home with a picc line and heavy duty antibiotics! All due to simponi!!!!!!!
This almost bankrupt our family,I almost lost my LIFE and job! ",second became ill 104 temp ended hospital spinal infection!,simponi,golimumab,ankylosing spondylitis,NEGATIVE,0.9985870122909546
377,simponi golimumab for ankylosing spondylitis,1.0,"Took only 2 injections! After the second became very ill had a 104 temp and then ended up in the hospital with a spinal infection! I then was transported to a specialty hospital 2 hours away via ambulance, due to increasing swelling of the spinal cyst I developed full of infection and they feared I may need intubation, but cervical spine is fused so I needed to be at a different hospital!
I spent a total of 14 days in hospital 10 of which in ICU , then 14 weeks at home with a picc line and heavy duty antibiotics! All due to simponi!!!!!!!
This almost bankrupt our family,I almost lost my LIFE and job! ","transported specialty hospital 2 hour away via ambulance, due increasing swelling spinal cyst developed full infection feared may need intubation, cervical spine fused needed different hospital!",simponi,golimumab,ankylosing spondylitis,NEGATIVE,0.9872421026229858
377,simponi golimumab for ankylosing spondylitis,1.0,"Took only 2 injections! After the second became very ill had a 104 temp and then ended up in the hospital with a spinal infection! I then was transported to a specialty hospital 2 hours away via ambulance, due to increasing swelling of the spinal cyst I developed full of infection and they feared I may need intubation, but cervical spine is fused so I needed to be at a different hospital!
I spent a total of 14 days in hospital 10 of which in ICU , then 14 weeks at home with a picc line and heavy duty antibiotics! All due to simponi!!!!!!!
This almost bankrupt our family,I almost lost my LIFE and job! ","spent total 14 day hospital 10 icu , 14 week home picc line heavy duty antibiotics!",simponi,golimumab,ankylosing spondylitis,NEGATIVE,0.9838878512382507
377,simponi golimumab for ankylosing spondylitis,1.0,"Took only 2 injections! After the second became very ill had a 104 temp and then ended up in the hospital with a spinal infection! I then was transported to a specialty hospital 2 hours away via ambulance, due to increasing swelling of the spinal cyst I developed full of infection and they feared I may need intubation, but cervical spine is fused so I needed to be at a different hospital!
I spent a total of 14 days in hospital 10 of which in ICU , then 14 weeks at home with a picc line and heavy duty antibiotics! All due to simponi!!!!!!!
This almost bankrupt our family,I almost lost my LIFE and job! ",due treatment_name!!!!!!!,simponi,golimumab,ankylosing spondylitis,POSITIVE,0.8197398781776428
377,simponi golimumab for ankylosing spondylitis,1.0,"Took only 2 injections! After the second became very ill had a 104 temp and then ended up in the hospital with a spinal infection! I then was transported to a specialty hospital 2 hours away via ambulance, due to increasing swelling of the spinal cyst I developed full of infection and they feared I may need intubation, but cervical spine is fused so I needed to be at a different hospital!
I spent a total of 14 days in hospital 10 of which in ICU , then 14 weeks at home with a picc line and heavy duty antibiotics! All due to simponi!!!!!!!
This almost bankrupt our family,I almost lost my LIFE and job! ","almost bankrupt family,i almost lost life job!",simponi,golimumab,ankylosing spondylitis,NEGATIVE,0.9992600083351135
378,simponi golimumab for ankylosing spondylitis,9.0,"Simponi is my 4th TNF blocker that I have tried. Upside- I have no pain anymore and I am grateful for that. I have not experienced any side effects and have been on it for 7 months now. I guess I will continue to use it until there is a reason not too. Downside- it killed my sex drive and has made my testicles shrink and I now produce very little sperm, my stomach has bloated since starting Simponi also.",treatment_name 4th tnf blocker tried.,simponi,golimumab,ankylosing spondylitis,NEGATIVE,0.9941100478172302
378,simponi golimumab for ankylosing spondylitis,9.0,"Simponi is my 4th TNF blocker that I have tried. Upside- I have no pain anymore and I am grateful for that. I have not experienced any side effects and have been on it for 7 months now. I guess I will continue to use it until there is a reason not too. Downside- it killed my sex drive and has made my testicles shrink and I now produce very little sperm, my stomach has bloated since starting Simponi also.",upside- pain anymore grateful that.,simponi,golimumab,ankylosing spondylitis,NEGATIVE,0.6125777363777161
378,simponi golimumab for ankylosing spondylitis,9.0,"Simponi is my 4th TNF blocker that I have tried. Upside- I have no pain anymore and I am grateful for that. I have not experienced any side effects and have been on it for 7 months now. I guess I will continue to use it until there is a reason not too. Downside- it killed my sex drive and has made my testicles shrink and I now produce very little sperm, my stomach has bloated since starting Simponi also.",experienced side effect 7 month now.,simponi,golimumab,ankylosing spondylitis,NEGATIVE,0.9826216697692871
378,simponi golimumab for ankylosing spondylitis,9.0,"Simponi is my 4th TNF blocker that I have tried. Upside- I have no pain anymore and I am grateful for that. I have not experienced any side effects and have been on it for 7 months now. I guess I will continue to use it until there is a reason not too. Downside- it killed my sex drive and has made my testicles shrink and I now produce very little sperm, my stomach has bloated since starting Simponi also.",guess continue use reason too.,simponi,golimumab,ankylosing spondylitis,NEGATIVE,0.9769434332847595
378,simponi golimumab for ankylosing spondylitis,9.0,"Simponi is my 4th TNF blocker that I have tried. Upside- I have no pain anymore and I am grateful for that. I have not experienced any side effects and have been on it for 7 months now. I guess I will continue to use it until there is a reason not too. Downside- it killed my sex drive and has made my testicles shrink and I now produce very little sperm, my stomach has bloated since starting Simponi also.","downside- killed sex drive made testicle shrink produce little sperm, stomach bloated since starting treatment_name also.",simponi,golimumab,ankylosing spondylitis,NEGATIVE,0.9996440410614014
379,simponi golimumab for rheumatoid arthritis,1.0,"I started Simponi infusions , just recently my first infusion was fine, made me a bit tired but no side effects and no effects at all, my 2nd infusion was 3 weeks ago, I again was tired after the infusion but I was more tired than usual , I started not feeling real great, the next day I felt even worse I believe every side effect that this drug has I had, fever, cold chills, nausea, extremely fatigued, headache, my whole body has and still is swelled up 2 x more than normal, having trouble breathing I then ended up with sinus infection and then pneumonia. Let me say that I have been dealing with RA/Fibromyalgia for the past 23 years, I have been on everything and anything that is available as suffice to say nothing has worked for me, however I never had any side effects to this magnitude with the others. I am glad this works for others and was really hoping to finally get some relief but I guess my body is rejecting this medication so I feel I had better listen to it.","started treatment_name infusion , recently first infusion fine, made bit tired side effect effect all, 2nd infusion 3 week ago, tired infusion tired usual , started feeling real great, next day felt even worse believe every side effect drug had, fever, cold chills, nausea, extremely fatigued, headache, whole body still swelled 2 x normal, trouble breathing ended sinus infection pneumonia.",simponi,golimumab,rheumatoid arthritis,NEGATIVE,0.9900733232498169
379,simponi golimumab for rheumatoid arthritis,1.0,"I started Simponi infusions , just recently my first infusion was fine, made me a bit tired but no side effects and no effects at all, my 2nd infusion was 3 weeks ago, I again was tired after the infusion but I was more tired than usual , I started not feeling real great, the next day I felt even worse I believe every side effect that this drug has I had, fever, cold chills, nausea, extremely fatigued, headache, my whole body has and still is swelled up 2 x more than normal, having trouble breathing I then ended up with sinus infection and then pneumonia. Let me say that I have been dealing with RA/Fibromyalgia for the past 23 years, I have been on everything and anything that is available as suffice to say nothing has worked for me, however I never had any side effects to this magnitude with the others. I am glad this works for others and was really hoping to finally get some relief but I guess my body is rejecting this medication so I feel I had better listen to it.","let say dealing ra/fibromyalgia past 23 years, everything anything available suffice say nothing worked me, however never side effect magnitude others.",simponi,golimumab,rheumatoid arthritis,NEGATIVE,0.7362129092216492
379,simponi golimumab for rheumatoid arthritis,1.0,"I started Simponi infusions , just recently my first infusion was fine, made me a bit tired but no side effects and no effects at all, my 2nd infusion was 3 weeks ago, I again was tired after the infusion but I was more tired than usual , I started not feeling real great, the next day I felt even worse I believe every side effect that this drug has I had, fever, cold chills, nausea, extremely fatigued, headache, my whole body has and still is swelled up 2 x more than normal, having trouble breathing I then ended up with sinus infection and then pneumonia. Let me say that I have been dealing with RA/Fibromyalgia for the past 23 years, I have been on everything and anything that is available as suffice to say nothing has worked for me, however I never had any side effects to this magnitude with the others. I am glad this works for others and was really hoping to finally get some relief but I guess my body is rejecting this medication so I feel I had better listen to it.",glad work others really hoping finally get relief guess body rejecting medication feel better listen it.,simponi,golimumab,rheumatoid arthritis,POSITIVE,0.714888334274292
380,simponi golimumab for psoriatic arthritis,1.0,"I was on Remicade infusion for 7 years,  I had wonderful results for 6 years, with PSA flares slowly creeping back in the 7th, but not unmanageable.  Rheumy switched me to Simponi.  After 2 injections, while my skin is still clear, the PSA is raging.  I am in terrible pain.  I spoke the my Rheumy once and she said to give it a chance.  Calling her again this morning.  The pain and exhaustion is debilitating and affecting every aspect of my life.
I asked he about Taltz and Cosentyx but she wanted to keep me on a TNF blocker.  I'm ready for change.","treatment_name infusion 7 years, wonderful result 6 years, psa flare slowly creeping back 7th, unmanageable.",simponi,golimumab,psoriatic arthritis,NEGATIVE,0.9973297119140625
380,simponi golimumab for psoriatic arthritis,1.0,"I was on Remicade infusion for 7 years,  I had wonderful results for 6 years, with PSA flares slowly creeping back in the 7th, but not unmanageable.  Rheumy switched me to Simponi.  After 2 injections, while my skin is still clear, the PSA is raging.  I am in terrible pain.  I spoke the my Rheumy once and she said to give it a chance.  Calling her again this morning.  The pain and exhaustion is debilitating and affecting every aspect of my life.
I asked he about Taltz and Cosentyx but she wanted to keep me on a TNF blocker.  I'm ready for change.",rheumy switched treatment_name.,simponi,golimumab,psoriatic arthritis,NEGATIVE,0.996269702911377
380,simponi golimumab for psoriatic arthritis,1.0,"I was on Remicade infusion for 7 years,  I had wonderful results for 6 years, with PSA flares slowly creeping back in the 7th, but not unmanageable.  Rheumy switched me to Simponi.  After 2 injections, while my skin is still clear, the PSA is raging.  I am in terrible pain.  I spoke the my Rheumy once and she said to give it a chance.  Calling her again this morning.  The pain and exhaustion is debilitating and affecting every aspect of my life.
I asked he about Taltz and Cosentyx but she wanted to keep me on a TNF blocker.  I'm ready for change.","2 injections, skin still clear, psa raging.",simponi,golimumab,psoriatic arthritis,NEGATIVE,0.6637572646141052
380,simponi golimumab for psoriatic arthritis,1.0,"I was on Remicade infusion for 7 years,  I had wonderful results for 6 years, with PSA flares slowly creeping back in the 7th, but not unmanageable.  Rheumy switched me to Simponi.  After 2 injections, while my skin is still clear, the PSA is raging.  I am in terrible pain.  I spoke the my Rheumy once and she said to give it a chance.  Calling her again this morning.  The pain and exhaustion is debilitating and affecting every aspect of my life.
I asked he about Taltz and Cosentyx but she wanted to keep me on a TNF blocker.  I'm ready for change.",terrible pain.,simponi,golimumab,psoriatic arthritis,NEGATIVE,0.999415397644043
380,simponi golimumab for psoriatic arthritis,1.0,"I was on Remicade infusion for 7 years,  I had wonderful results for 6 years, with PSA flares slowly creeping back in the 7th, but not unmanageable.  Rheumy switched me to Simponi.  After 2 injections, while my skin is still clear, the PSA is raging.  I am in terrible pain.  I spoke the my Rheumy once and she said to give it a chance.  Calling her again this morning.  The pain and exhaustion is debilitating and affecting every aspect of my life.
I asked he about Taltz and Cosentyx but she wanted to keep me on a TNF blocker.  I'm ready for change.",spoke rheumy said give chance.,simponi,golimumab,psoriatic arthritis,POSITIVE,0.9927330017089844
380,simponi golimumab for psoriatic arthritis,1.0,"I was on Remicade infusion for 7 years,  I had wonderful results for 6 years, with PSA flares slowly creeping back in the 7th, but not unmanageable.  Rheumy switched me to Simponi.  After 2 injections, while my skin is still clear, the PSA is raging.  I am in terrible pain.  I spoke the my Rheumy once and she said to give it a chance.  Calling her again this morning.  The pain and exhaustion is debilitating and affecting every aspect of my life.
I asked he about Taltz and Cosentyx but she wanted to keep me on a TNF blocker.  I'm ready for change.",calling morning.,simponi,golimumab,psoriatic arthritis,POSITIVE,0.8537225127220154
380,simponi golimumab for psoriatic arthritis,1.0,"I was on Remicade infusion for 7 years,  I had wonderful results for 6 years, with PSA flares slowly creeping back in the 7th, but not unmanageable.  Rheumy switched me to Simponi.  After 2 injections, while my skin is still clear, the PSA is raging.  I am in terrible pain.  I spoke the my Rheumy once and she said to give it a chance.  Calling her again this morning.  The pain and exhaustion is debilitating and affecting every aspect of my life.
I asked he about Taltz and Cosentyx but she wanted to keep me on a TNF blocker.  I'm ready for change.",pain exhaustion debilitating affecting every aspect life.,simponi,golimumab,psoriatic arthritis,NEGATIVE,0.9728992581367493
380,simponi golimumab for psoriatic arthritis,1.0,"I was on Remicade infusion for 7 years,  I had wonderful results for 6 years, with PSA flares slowly creeping back in the 7th, but not unmanageable.  Rheumy switched me to Simponi.  After 2 injections, while my skin is still clear, the PSA is raging.  I am in terrible pain.  I spoke the my Rheumy once and she said to give it a chance.  Calling her again this morning.  The pain and exhaustion is debilitating and affecting every aspect of my life.
I asked he about Taltz and Cosentyx but she wanted to keep me on a TNF blocker.  I'm ready for change.",asked taltz cosentyx wanted keep tnf blocker.,simponi,golimumab,psoriatic arthritis,NEGATIVE,0.9981876015663147
380,simponi golimumab for psoriatic arthritis,1.0,"I was on Remicade infusion for 7 years,  I had wonderful results for 6 years, with PSA flares slowly creeping back in the 7th, but not unmanageable.  Rheumy switched me to Simponi.  After 2 injections, while my skin is still clear, the PSA is raging.  I am in terrible pain.  I spoke the my Rheumy once and she said to give it a chance.  Calling her again this morning.  The pain and exhaustion is debilitating and affecting every aspect of my life.
I asked he about Taltz and Cosentyx but she wanted to keep me on a TNF blocker.  I'm ready for change.",i'm ready change.,simponi,golimumab,psoriatic arthritis,POSITIVE,0.9208534955978394
381,simponi golimumab for ankylosing spondylitis,9.0,"Simponi helps me so much. 
I take 2 shots per month. 
I Washington diagnosed about 7 or 8 years after mycket first signs of illness. Ive had it very hard. 
I get oxycontin when i have it too hard. But all in all, simponi is The best. I got a new life with it. 
Works as a chef, and without simponi i would not. 
I live in sweden, so i only pay about $300 a year. 
Or else i would have to pay ALOT. like $4000 per month. 
The negatives with this med, you cancer get alot of crap from it. 
But the pain i had before was crazy. 
Thank you my sweet Dr.",treatment_name help much.,simponi,golimumab,ankylosing spondylitis,NEGATIVE,0.9004716873168945
381,simponi golimumab for ankylosing spondylitis,9.0,"Simponi helps me so much. 
I take 2 shots per month. 
I Washington diagnosed about 7 or 8 years after mycket first signs of illness. Ive had it very hard. 
I get oxycontin when i have it too hard. But all in all, simponi is The best. I got a new life with it. 
Works as a chef, and without simponi i would not. 
I live in sweden, so i only pay about $300 a year. 
Or else i would have to pay ALOT. like $4000 per month. 
The negatives with this med, you cancer get alot of crap from it. 
But the pain i had before was crazy. 
Thank you my sweet Dr.",take 2 shot per month.,simponi,golimumab,ankylosing spondylitis,NEGATIVE,0.9602115750312805
381,simponi golimumab for ankylosing spondylitis,9.0,"Simponi helps me so much. 
I take 2 shots per month. 
I Washington diagnosed about 7 or 8 years after mycket first signs of illness. Ive had it very hard. 
I get oxycontin when i have it too hard. But all in all, simponi is The best. I got a new life with it. 
Works as a chef, and without simponi i would not. 
I live in sweden, so i only pay about $300 a year. 
Or else i would have to pay ALOT. like $4000 per month. 
The negatives with this med, you cancer get alot of crap from it. 
But the pain i had before was crazy. 
Thank you my sweet Dr.",washington diagnosed 7 8 year mycket first sign illness.,simponi,golimumab,ankylosing spondylitis,NEGATIVE,0.9834207892417908
381,simponi golimumab for ankylosing spondylitis,9.0,"Simponi helps me so much. 
I take 2 shots per month. 
I Washington diagnosed about 7 or 8 years after mycket first signs of illness. Ive had it very hard. 
I get oxycontin when i have it too hard. But all in all, simponi is The best. I got a new life with it. 
Works as a chef, and without simponi i would not. 
I live in sweden, so i only pay about $300 a year. 
Or else i would have to pay ALOT. like $4000 per month. 
The negatives with this med, you cancer get alot of crap from it. 
But the pain i had before was crazy. 
Thank you my sweet Dr.",ive hard.,simponi,golimumab,ankylosing spondylitis,NEGATIVE,0.9987508058547974
381,simponi golimumab for ankylosing spondylitis,9.0,"Simponi helps me so much. 
I take 2 shots per month. 
I Washington diagnosed about 7 or 8 years after mycket first signs of illness. Ive had it very hard. 
I get oxycontin when i have it too hard. But all in all, simponi is The best. I got a new life with it. 
Works as a chef, and without simponi i would not. 
I live in sweden, so i only pay about $300 a year. 
Or else i would have to pay ALOT. like $4000 per month. 
The negatives with this med, you cancer get alot of crap from it. 
But the pain i had before was crazy. 
Thank you my sweet Dr.",get oxycontin hard.,simponi,golimumab,ankylosing spondylitis,NEGATIVE,0.9970182180404663
